Package,LibPath,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,MD5sum,NeedsCompilation,Built
rgdal,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.2-16,NA,"R (>= 3.3.0), methods, sp (>= 1.1-0)","grDevices, graphics, stats, utils",sp,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
rgeos,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.3-26,NA,R (>= 3.3.0),"methods, sp (>= 1.1-0), utils, stats, graphics",sp,"maptools (>= 0.8-5), testthat, XML, maps, rgdal",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
rgexf,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.15.3,NA,"XML, Rook, igraph",NA,NA,NA,NA,GPL (>= 3),NA,NA,NA,NA,yes,3.4.3
rgl,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.99.9,NA,R (>= 3.2.0),"graphics, grDevices, stats, utils, htmlwidgets, htmltools,
knitr, jsonlite (>= 0.9.20), shiny, magrittr, crosstalk",NA,"MASS, rmarkdown, deldir, orientlib, lattice, misc3d,
rstudioapi, magick",NA,GPL,NA,NA,NA,NA,yes,3.4.3
RgoogleMaps,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.4.1,NA,R (>= 2.10),"graphics, stats, utils, grDevices, methods, png",NA,"PBSmapping, maptools, sp, loa, RColorBrewer, leaflet",NA,GPL,NA,NA,NA,NA,no,3.4.3
rio,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.5.5,NA,R (>= 2.15.0),"tools, stats, utils, foreign, haven (> 0.2.1), curl (>= 0.6),
data.table (>= 1.9.8), readxl (>= 0.1.1), openxlsx, tibble",NA,"datasets, bit64, testthat, knitr, magrittr, clipr, csvy,
feather, fst, jsonlite, readODS (>= 1.6.4), readr, rmatio, xml2
(>= 1.0.0), yaml",NA,GPL-2,NA,NA,NA,NA,no,3.4.3
rJava,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.9-10,NA,"R (>= 2.5.0), methods",NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.4.4
rjson,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.2.15,NA,R (>= 3.1.0),NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.4.1
RJSONIO,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.3-0,NA,NA,methods,NA,NA,NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.4.1
rlang,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.2.1,NA,R (>= 3.1.0),NA,NA,"crayon, knitr, methods, pillar, rmarkdown (>= 0.2.65),
testthat, covr",NA,GPL-3,NA,NA,NA,NA,yes,3.4.4
rmarkdown,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.10,NA,R (>= 3.0),"tools, utils, knitr (>= 1.18), yaml (>= 2.1.5), htmltools (>=
0.3.5), evaluate (>= 0.8), base64enc, jsonlite, rprojroot,
mime, tinytex (>= 0.3), methods, stringr (>= 1.2.0)",NA,"shiny (>= 0.11), tufte, testthat, digest, dygraphs, tibble",NA,GPL-3,NA,NA,NA,NA,no,3.4.4
rnaturalearth,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1.0,NA,R (>= 3.1.1),"sp (>= 1.0.15), utils (>= 3.2.3), sf (>= 0.3-4)",NA,"rgdal, knitr (>= 1.12.3), testthat (>= 0.9.1), httr (>=
1.1.0), devtools (>= 1.10.0), rnaturalearthdata (>= 0.1.0),
rnaturalearthhires (>= 0.1.0), raster (>= 2.5-2), rgeos",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
rngtools,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.2.4,NA,"R (>= 3.0.0), methods, pkgmaker (>= 0.20)","stringr, digest",NA,"parallel, RUnit, knitr",NA,GPL-3,NA,NA,NA,NA,no,3.4.3
rnoaa,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.7.0,NA,NA,"utils, httr (>= 1.0.0), crul (>= 0.2.0), lubridate, dplyr,
tidyr, ggplot2, scales, XML, xml2, jsonlite, rappdirs,
gridExtra, tibble, isdparser (>= 0.2.0), geonames, hoardr",NA,"roxygen2 (>= 6.0.1), testthat, knitr, taxize, ncdf4, leaflet,
rgdal, rmarkdown, purrr, ggmap, ropenaq",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
robustbase,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.92-8,NA,R (>= 3.0.2),"stats, graphics, utils, methods, DEoptimR",NA,"grid, MASS, lattice, boot, cluster, Matrix, robust,
fit.models, MPV, xtable, ggplot2, GGally, RColorBrewer,
reshape2, sfsmisc, catdata",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
RODBC,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.3-15,NA,R (>= 3.0.0),stats,NA,NA,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.4.1
Rook,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.1-1,NA,R (>= 2.13.0),"utils, tools, methods, brew",NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.4.1
roxygen2,C:/Users/mmorris/Documents/R/R-3.4.3/library,6.0.1.9000,NA,R (>= 3.1),"brew,
commonmark,
desc,
digest,
methods,
pkgload,
purrr,
R6 (>= 2.1.2),
Rcpp (>= 0.11.0),
stringi,
stringr (>= 0.5),
utils,
xml2",Rcpp,"covr,
devtools,
knitr,
rmarkdown,
testthat (>= 0.8.0)",NA,GPL (>= 2),NA,NA,NA,NA,NA,3.4.3
rpart,C:/Users/mmorris/Documents/R/R-3.4.3/library,4.1-11,recommended,"R (>= 2.15.0), graphics, stats, grDevices",NA,NA,survival,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.4.3
rpf,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.56,NA,"methods, parallel, R (>= 2.14.0)",mvtnorm,RcppEigen,"testthat, roxygen2, ggplot2, reshape2, gridExtra, numDeriv,
knitr, mirt",NA,GPL (>= 3),NA,NA,NA,NA,yes,3.4.3
rprojroot,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.3-2,NA,R (>= 3.0.0),backports,NA,"testthat, mockr, knitr, withr, rmarkdown",NA,GPL-3,NA,NA,NA,NA,no,3.4.3
rsconnect,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.8.5,NA,R (>= 3.0.0),"digest, PKI, RCurl, RJSONIO, packrat (>= 0.4.8-1), yaml (>=
2.1.5), rstudioapi (>= 0.5)",NA,"scrypt, knitr, testthat, rmarkdown (>= 1.1), plumber (>=
0.3.2)",BiocInstaller,GPL-2,NA,NA,NA,NA,no,3.4.3
RSpectra,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.12-0,NA,R (>= 3.0.2),"Matrix (>= 1.1-0), Rcpp (>= 0.11.5)","Rcpp, RcppEigen (>= 0.3.2.2.0)",knitr,NA,MPL (>= 2),NA,NA,NA,NA,yes,3.4.3
RSQLite,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.0,NA,R (>= 3.1.0),"bit64, blob (>= 1.1), DBI (>= 0.4-9), memoise, methods,
pkgconfig, Rcpp (>= 0.12.7)","Rcpp, BH, plogr","DBItest, knitr, rmarkdown, testthat",NA,LGPL (>= 2),NA,NA,NA,NA,yes,3.4.3
rstan,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.17.3,NA,"R (>= 3.0.2), ggplot2 (>= 2.0.0), StanHeaders (>= 2.17.2)","methods, stats4, inline, gridExtra (>= 2.0.0), Rcpp (>=
0.12.0)","Rcpp (>= 0.12.0), RcppEigen (>= 0.3.3.3.0), BH (>= 1.65),
StanHeaders (>= 2.17.2)","RUnit, RcppEigen (>= 0.3.3.3.0), BH (>= 1.65), parallel,
KernSmooth, loo (>= 1.0.0), shinystan (>= 2.2.1), bayesplot,
rstantools, rstudioapi, Matrix, knitr (>= 1.15.1)",NA,GPL (>= 3),NA,NA,NA,NA,yes,3.4.3
rstanarm,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.17.2,NA,"R (>= 3.0.2), Rcpp (>= 0.12.0), methods","bayesplot (>= 1.2.0), ggplot2 (>= 2.2.1), lme4 (>= 1.1-8), loo
(>= 1.1.0), Matrix, nlme (>= 3.1-124), rstan (>= 2.17.2),
rstantools (>= 1.2.0), shinystan (>= 2.3.0), stats, survival
(>= 2.40.1), utils","StanHeaders (>= 2.17.1), rstan (>= 2.17.2), BH (>= 1.65.0),
Rcpp (>= 0.12.0), RcppEigen (>= 0.3.3.3.0)","arm, betareg, data.table (>= 1.10.0), digest, gridExtra,
HSAUR3, knitr (>= 1.15.1), MASS, mgcv (>= 1.8-13), rmarkdown,
roxygen2, testthat (>= 1.0.2)",NA,GPL (>= 3),NA,NA,NA,NA,yes,3.4.3
rstantools,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.4.0,NA,NA,"stats, utils",NA,"bayesplot (>= 1.2.0), rstan (>= 2.17.2), rstanarm (>=
2.17.2), shinystan (>= 2.3.0), loo (>= 1.1.0), testthat, covr,
knitr, rmarkdown",NA,GPL (>= 3),NA,NA,NA,NA,no,3.4.3
rstudioapi,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.7,NA,NA,NA,NA,"testthat, knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
Rttf2pt1,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.3.5,NA,R (>= 2.15),NA,NA,NA,NA,file LICENSE,yes,NA,NA,NA,yes,3.4.3
RVAideMemoire,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.9-69,NA,NA,"ade4 (>= 1.7-8), boot, car, cramer, dunn.test, FactoMineR,
graphics, grDevices, lme4 (>= 1.0-4), MASS, mixOmics (>=
5.0.2), multcompView, nnet, pls, pspearman, stats, utils, vegan
(>= 2.4-3)",NA,"dgof, EMT, emmeans, npsm, ordinal, survival",NA,GPL-2,NA,NA,NA,NA,no,3.4.3
rvcheck,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1.0,NA,R (>= 3.3.0),utils,NA,NA,NA,Artistic-2.0,NA,NA,NA,NA,no,3.4.4
rvest,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.3.2,NA,"R (>= 3.0.1), xml2","httr (>= 0.5), selectr, magrittr",NA,"testthat, knitr, png, stringi (>= 0.3.1), rmarkdown, covr",NA,GPL-3,NA,NA,NA,NA,no,3.4.3
RWiener,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.3-1,NA,R (>= 3.0.0),"stats, graphics",NA,MASS,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
sandwich,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.4-0,NA,R (>= 2.10.0),"stats, utils, zoo",NA,"AER, car, geepack, lattice, lmtest, MASS, multiwayvcov, pcse,
plm, pscl, scatterplot3d, stats4, strucchange, survival",NA,GPL-2 | GPL-3,NA,NA,NA,NA,no,3.4.3
scales,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.5.0,NA,R (>= 2.13),"RColorBrewer, dichromat, plyr, munsell (>= 0.2), labeling,
Rcpp, R6, viridisLite",Rcpp,"testthat (>= 0.8), bit64, covr, hms",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.3
scatterplot3d,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.3-41,NA,R (>= 2.7.0),"grDevices, graphics, stats",NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.4.4
scico,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0.0,NA,R (>= 2.10),grDevices,NA,ggplot2,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.4
SCRT,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.2.2,NA,R (>= 2.14.1),"graphics, utils",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
selectr,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.3-1,NA,R (>= 2.15.2),"methods, stringr",NA,"testthat, XML, xml2",NA,BSD_3_clause + file LICENCE,NA,NA,NA,NA,no,3.4.3
sem,C:/Users/mmorris/Documents/R/R-3.4.3/library,3.1-9,NA,"R (>= 2.14.0), stats","matrixcalc, MASS, boot, mi (>= 0.9-99), utils",NA,"polycor, MBESS, DiagrammeR",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
semTools,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.4-14,NA,"R(>= 3.0), methods, lavaan(>= 0.5-22), utils, stats, graphics",NA,NA,"MASS, parallel, Amelia, mice, foreign, OpenMx(>= 2.0.0),
GPArotation, mnormt, boot",NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
sf,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.6-3,NA,"R (>= 3.3.0), methods","utils, stats, tools, graphics, grDevices, grid, Rcpp, DBI (>=
0.8), units (>= 0.5-1), classInt, magrittr",Rcpp,"lwgeom (>= 0.1-2), maps, rgdal, rgeos, sp (>= 1.2-4), raster,
spatstat, tmap, maptools, RSQLite, tibble (>= 1.4.1), pillar,
rlang, dplyr (>= 0.7-0), tidyr (>= 0.7-2), RPostgreSQL,
RPostgres (>= 1.1.0), odbc, tidyselect, ggplot2, mapview,
testthat, knitr, covr, microbenchmark, rmarkdown",NA,GPL-2 | MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.4
sfsmisc,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.1-2,NA,R (>= 3.2.0),"grDevices, methods, utils, stats",NA,"datasets, tcltk, cluster, lattice, MASS, Matrix, nlme, lokern","mgcv, rpart, nor1mix, polycor, sm, tikzDevice",GPL (>= 2),NA,NA,NA,NA,no,3.4.3
shiny,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0.5,NA,"R (>= 3.0.2), methods","utils, httpuv (>= 1.3.5), mime (>= 0.3), jsonlite (>= 0.9.16),
xtable, digest, htmltools (>= 0.3.5), R6 (>= 2.0), sourcetools,
tools",NA,"datasets, Cairo (>= 1.5-5), testthat, knitr (>= 1.6),
markdown, rmarkdown, ggplot2, magrittr",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,no,3.4.3
shinyjs,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0,NA,R (>= 3.1.0),"digest (>= 0.6.8), htmltools (>= 0.2.9), jsonlite, shiny (>=
1.0.0)",NA,"knitr (>= 1.7), rmarkdown, shinyAce, testthat (>= 0.9.1), V8
(>= 0.6)",NA,AGPL-3,NA,NA,NA,NA,no,3.4.3
shinystan,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.4.0,NA,"R (>= 3.1.0), shiny (>= 1.0.3)","bayesplot (>= 1.2.0), colourpicker, DT (>= 0.2), dygraphs (>=
1.1.1.2), ggplot2 (>= 2.1.1), gridExtra, gtools, markdown (>=
0.7.4), methods, reshape2, rsconnect (>= 0.4.2), rstan (>=
2.14.1), stats, shinyjs (>= 0.6.0), shinythemes (>= 1.0.1),
threejs (>= 0.2.1), utils, xtable, xts (>= 0.9-7)",NA,"coda, knitr (>= 1.9), rmarkdown (>= 0.8.1), rstanarm (>=
2.15.3), testthat",NA,GPL (>= 3),NA,NA,NA,NA,no,3.4.3
shinythemes,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.1.1,NA,R (>= 3.0.0),shiny (>= 0.11),NA,NA,NA,GPL-3 | file LICENSE,NA,NA,NA,NA,no,3.4.3
signal,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.7-6,NA,R (>= 2.14.0),"MASS, graphics, grDevices, stats, utils",NA,pracma,NA,GPL-2,NA,NA,NA,NA,yes,3.4.3
sjlabelled,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0.10,NA,"R (>= 3.2), stats","broom, dplyr (>= 0.7.1), haven (>= 1.0.0), magrittr,
prediction, purrr (>= 0.2.2.2), rlang, snakecase (>= 0.8.1),
tibble (>= 1.3.3), tidyselect, utils",NA,"ggplot2, glmmTMB, Hmisc, sjmisc (>= 2.6.1), sjPlot, survey,
knitr, rmarkdown, Zelig",NA,GPL-3,NA,NA,NA,NA,no,3.4.4
sjmisc,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.7.0,NA,"R (>= 3.2), stats, utils","broom (>= 0.4.2), cli, crayon, dplyr (>= 0.7.1), haven (>=
1.0.0), magrittr, pillar, psych, purrr, rlang, sjlabelled (>=
1.0.7), stringdist (>= 0.9.4), stringr (>= 1.2.0), tibble (>=
1.4.1), tidyr (>= 0.7.0), tidyselect",NA,"ggplot2, graphics, Hmisc, mice, sjPlot (>= 2.4.0), sjstats
(>= 0.13.0), knitr, rmarkdown",NA,GPL-3,NA,NA,NA,NA,no,3.4.3
sjPlot,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.4.1,NA,"R (>= 3.2), graphics, grDevices, stats, utils","arm, broom (>= 0.4.2), dplyr (>= 0.7.1), effects, forcats,
ggeffects (>= 0.3.1), glmmTMB, ggplot2 (>= 2.2.1), knitr, lme4
(>= 1.1-12), magrittr, MASS, merTools (>= 0.3.0), modelr, nlme,
psych, purrr, rlang, scales, sjlabelled (>= 1.0.7), sjmisc (>=
2.6.3), sjstats (>= 0.14.0), tidyselect, tibble (>= 1.3.3),
tidyr (>= 0.7.0)",NA,"AICcmodavg, car, cluster, GPArotation, gridExtra, ggrepel,
ggridges, lmerTest, lmtest, rstanarm, survey, viridis,
wesanderson, Zelig",NA,GPL-3,NA,NA,NA,NA,no,3.4.4
sjstats,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.14.2-3,NA,"R (>= 3.2), stats, utils","bayesplot, broom, coin, crayon, dplyr (>= 0.7.1), emmeans,
lme4 (>= 1.1-12), lmtest (>= 0.9-34), glmmTMB, magrittr, MASS,
Matrix, modelr, nlme, prediction, purrr (>= 0.2.2), pwr, rlang,
sandwich (>= 2.3-4), sjlabelled (>= 1.0.8), sjmisc (>= 2.7.0),
tidyr (>= 0.7.0), tidyselect, tibble (>= 1.3.3)",NA,"AER, apaTables, arm, brms, car, ggplot2, graphics, Hmisc,
knitr, MBESS, pbkrtest (>= 0.4-7), pROC, psych, sjPlot, survey,
rstan, rstanarm, tidyverse, Zelig",NA,GPL-3,NA,NA,NA,NA,no,3.4.4
skimr,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0.1,NA,R (>= 3.1.2),"dplyr (>= 0.7), magrittr, pander, purrr, rlang, stats, stringr
(>= 1.1), knitr, tibble (>= 0.6), tidyr (>= 0.7), tidyselect",NA,"extrafont, rmarkdown, testthat, withr",NA,GPL-3,NA,NA,NA,NA,no,3.4.3
slam,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1-42,NA,R (>= 3.4.0),stats,NA,NA,"Matrix, SparseM, spam",GPL-2,NA,NA,NA,NA,yes,3.4.3
slidifyLibraries,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.3.1,NA,NA,NA,NA,NA,NA,MIT,NA,NA,NA,NA,NA,3.4.3
sna,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.4,NA,"R (>= 2.0.0), utils, statnet.common, network",NA,NA,"rgl, numDeriv, SparseM",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
snakecase,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.8.1,NA,R (>= 3.1),"stringr, purrr, magrittr, stringi",NA,"testthat, covr, tibble, purrrlyr, knitr, rmarkdown",NA,GPL-3,NA,NA,NA,NA,no,3.4.3
SnowballC,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.5.1,NA,NA,NA,NA,NA,NA,BSD_2_clause + file LICENSE,NA,NA,NA,NA,yes,3.4.1
sourcetools,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1.6,NA,R (>= 3.0.2),NA,NA,testthat,NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.3
sp,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.2-7,NA,"R (>= 3.0.0), methods","utils, stats, graphics, grDevices, lattice, grid",NA,"RColorBrewer, rgdal (>= 0.8-7), rgeos (>= 0.3-13), gstat,
maptools, deldir",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
spacyr,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.9.3,NA,"R (>= 3.3.0), methods","data.table, utils, reticulate",NA,"rmarkdown, testthat, knitr",NA,GPL-3,NA,NA,NA,NA,no,3.4.3
SparseM,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.77,NA,"R (>= 2.15), methods","graphics, stats, utils",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.1
spatial,C:/Users/mmorris/Documents/R/R-3.4.3/library,7.3-11,recommended,"R (>= 3.0.0), graphics, stats, utils",NA,NA,MASS,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.4.3
splines,C:/Users/mmorris/Documents/R/R-3.4.3/library,3.4.3,base,NA,"graphics, stats",NA,"Matrix, methods",NA,Part of R 3.4.3,NA,NA,NA,NA,yes,3.4.3
SQUAREM,C:/Users/mmorris/Documents/R/R-3.4.3/library,2017.10-1,NA,R (>= 3.0),NA,NA,setRNG,NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.2
stabledist,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.7-1,NA,R (>= 3.1.0),stats,NA,"Matrix, fBasics, FMStable, RUnit, Rmpfr, sfsmisc",NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
StanHeaders,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.17.2,NA,NA,NA,NA,"RcppEigen, BH",NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.4.3
stargazer,C:/Users/mmorris/Documents/R/R-3.4.3/library,5.2.1,NA,NA,"stats, utils",NA,NA,"AER, betareg, brglm, censReg, dynlm, eha, erer, ergm, fGarch,
gee, glmx, gmm, lfe, lme4, lmtest, MASS, mclogit, mgcv, mlogit,
mnlogit, nlme, nnet, ordinal, plm, pscl, quantreg, rms,
relevent, robustbase, sampleSelection, spdep, survey, survival,
Zelig",GPL (>= 2),NA,NA,NA,NA,no,3.4.3
statnet.common,C:/Users/mmorris/Documents/R/R-3.4.3/library,4.0.0,NA,NA,"utils, methods",NA,NA,NA,GPL-3 + file LICENSE,NA,NA,NA,NA,yes,3.4.1
stats,C:/Users/mmorris/Documents/R/R-3.4.3/library,3.4.3,base,NA,"utils, grDevices, graphics",NA,"MASS, Matrix, SuppDists, methods, stats4",NA,Part of R 3.4.3,NA,NA,NA,NA,yes,3.4.3
stats4,C:/Users/mmorris/Documents/R/R-3.4.3/library,3.4.3,base,NA,"graphics, methods, stats",NA,NA,NA,Part of R 3.4.3,NA,NA,NA,NA,NA,3.4.3
stopwords,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.9.0,NA,R (>= 2.10),ISOcodes,NA,"quanteda, testthat, covr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
storr,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.2.0,NA,R (>= 3.1.0),"R6 (>= 2.1.0), digest",NA,"DBI (>= 0.6), RSQLite (>= 1.1-2), RPostgres, knitr, mockr,
progress, rbenchmark, testthat (>= 1.0.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.4
stringdist,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.9.4.6,NA,R (>= 2.15.3),parallel,NA,testthat,NA,GPL-3,NA,NA,NA,NA,yes,3.4.3
stringi,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.1.7,NA,R (>= 2.14),"tools, utils, stats",NA,NA,NA,file LICENSE,yes,NA,NA,NA,yes,3.4.4
stringr,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.3.0,NA,R (>= 3.1),"glue, magrittr, stringi (>= 1.1.6)",NA,"covr, htmltools, htmlwidgets, knitr, rmarkdown, testthat",NA,GPL-2 | file LICENSE,NA,NA,NA,NA,no,3.4.3
styler,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0.2,NA,NA,"backports, cli, enc (>= 0.2), magrittr, purrr (>= 0.2.3),
rematch2, rlang, rprojroot, tibble (>= 1.4.2), withr",NA,"data.tree, dplyr, here, knitr, rmarkdown, rstudioapi,
testthat",NA,GPL-3,NA,NA,NA,NA,no,3.4.4
summarytools,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.8.6,NA,NA,"grDevices, htmltools, lubridate, matrixStats, methods, pander,
pryr, rapportools, RCurl, utils",NA,"rstudioapi, knitr, rmarkdown",NA,GPL-2,NA,NA,NA,NA,no,3.4.3
SuppDists,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.1-9.4,NA,R (>= 3.3.0),NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.1
survey,C:/Users/mmorris/Documents/R/R-3.4.3/library,3.33,NA,"R (>= 2.16.0), grid, methods, Matrix, survival","stats, graphics, splines, lattice",NA,"foreign, MASS, KernSmooth, hexbin, mitools, RSQLite, RODBC,
quantreg, parallel, CompQuadForm, DBI",NA,GPL-2 | GPL-3,NA,NA,NA,NA,no,3.4.3
survival,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.41-3,recommended,R (>= 2.13.0),"graphics, Matrix, methods, splines, stats, utils",NA,NA,NA,LGPL (>= 2),NA,NA,NA,NA,yes,3.4.3
svglite,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.2.1,NA,R (>= 3.0.0),"Rcpp, gdtools (>= 0.1.6)","Rcpp, gdtools, BH","htmltools, testthat, xml2 (>= 1.0.0), covr, fontquiver (>=
0.2.0), knitr, rmarkdown",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.4
tcltk,C:/Users/mmorris/Documents/R/R-3.4.3/library,3.4.3,base,NA,utils,NA,NA,NA,Part of R 3.4.3,NA,NA,NA,NA,yes,3.4.3
tcltk2,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.2-11,NA,"R (>= 2.8.0), tcltk",NA,NA,utils,NA,LGPL-3 + file LICENSE,NA,NA,NA,NA,no,3.4.1
testthat,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.0.0,NA,R (>= 3.1),"cli, crayon, digest, magrittr, methods, praise, R6 (>= 2.2.0),
rlang, withr (>= 2.0.0)",NA,"covr, devtools, knitr, rmarkdown, xml2",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.3
TH.data,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0-8,NA,"R (>= 2.10.0), survival, MASS",NA,NA,"dplyr, gdata, plyr",NA,GPL-3,NA,NA,NA,NA,no,3.4.3
threejs,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.3.1,NA,"R (>= 3.0.0), igraph (>= 1.0.0)","htmlwidgets (>= 0.3.2), base64enc, crosstalk, methods, stats",NA,maps,"knitr, shiny",MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
tibble,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.4.2,NA,R (>= 3.1.0),"cli, crayon, methods, pillar (>= 1.1.0), rlang, utils",NA,"covr, dplyr, import, knitr (>= 1.5.32), microbenchmark,
mockr, nycflights13, rmarkdown, testthat, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.3
tidycensus,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.4,NA,R (>= 3.3.0),"httr, sf, dplyr (>= 0.7.0), tigris, stringr, jsonlite, purrr,
rvest, tidyr (>= 0.7.0), rappdirs, readr, xml2, units",NA,NA,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
